value,count
0.005615234375,2
0.006591796875,1
0.01123046875,3
0.01171875,2
0.01318359375,1
0.015380859375,2
0.015625,1
0.016845703125,2
0.01708984375,2
0.017822265625,1
0.018798828125,1
0.01953125,1
0.02001953125,1
0.020263671875,2
0.020751953125,2
0.021240234375,3
0.021484375,1
0.02197265625,1
0.022216796875,2
0.0224609375,4
0.022705078125,1
0.023193359375,2
0.0234375,1
0.02392578125,2
0.024169921875,1
0.0244140625,2
0.02490234375,3
0.025390625,2
0.025634765625,1
0.02587890625,1
0.0263671875,1
0.026611328125,1
0.02685546875,2
0.027099609375,2
0.027587890625,2
0.02783203125,1
0.028076171875,6
0.0283203125,2
0.028564453125,1
0.02880859375,3
0.029052734375,1
0.029296875,1
0.02978515625,1
0.030029296875,2
0.0302734375,3
0.030517578125,4
0.03076171875,2
0.031005859375,1
0.03125,2
0.031494140625,2
0.03173828125,1
0.031982421875,2
0.0322265625,2
0.032470703125,4
0.03271484375,5
0.032958984375,2
0.033203125,4
0.033447265625,1
0.03369140625,3
0.033935546875,4
0.0341796875,3
0.034423828125,2
0.03466796875,3
0.034912109375,4
0.03515625,3
0.035400390625,1
0.03564453125,5
0.035888671875,4
0.0361328125,4
0.036376953125,3
0.03662109375,8
0.036865234375,4
0.037109375,3
0.037353515625,3
0.03759765625,3
0.037841796875,1
0.0380859375,3
0.038330078125,5
0.03857421875,4
0.038818359375,3
0.0390625,2
0.039306640625,8
0.03955078125,6
0.039794921875,3
0.0400390625,6
0.040283203125,3
0.04052734375,5
0.040771484375,2
0.041015625,5
0.041259765625,3
0.04150390625,5
0.0419921875,2
0.042236328125,2
0.04248046875,3
0.042724609375,8
0.04296875,9
0.043212890625,1
0.04345703125,7
0.043701171875,7
0.0439453125,2
0.044189453125,3
0.04443359375,2
0.044677734375,3
0.044921875,4
0.045166015625,2
0.04541015625,3
0.0458984375,5
0.046142578125,6
0.04638671875,3
0.046630859375,3
0.046875,4
0.047119140625,5
0.04736328125,1
0.047607421875,6
0.0478515625,4
0.048095703125,5
0.04833984375,2
0.048583984375,2
0.048828125,1
0.049072265625,1
0.04931640625,4
0.049560546875,6
0.0498046875,4
0.050048828125,2
0.050537109375,4
0.05078125,1
0.051025390625,3
0.051513671875,3
0.0517578125,4
0.052001953125,5
0.05224609375,2
0.052490234375,1
0.052978515625,2
0.05322265625,3
0.053466796875,4
0.0537109375,2
0.053955078125,2
0.05419921875,3
0.054443359375,1
0.0546875,3
0.054931640625,6
0.05517578125,2
0.055419921875,1
0.0556640625,5
0.055908203125,3
0.05615234375,1
0.056396484375,2
0.056884765625,2
0.05712890625,3
0.057373046875,3
0.0576171875,1
0.057861328125,2
0.05810546875,2
0.058349609375,1
0.05859375,3
0.058837890625,1
0.05908203125,5
0.059326171875,2
0.0595703125,7
0.059814453125,2
0.06005859375,3
0.060302734375,1
0.060546875,4
0.060791015625,3
0.06103515625,1
0.061279296875,2
0.0615234375,1
0.061767578125,3
0.06201171875,2
0.062255859375,2
0.062744140625,3
0.06298828125,2
0.063232421875,3
0.063720703125,2
0.06396484375,3
0.064208984375,1
0.064453125,2
0.064697265625,1
0.06494140625,1
0.065185546875,3
0.065673828125,2
0.066162109375,1
0.06640625,6
0.066650390625,6
0.06689453125,3
0.067138671875,2
0.0673828125,4
0.067626953125,5
0.06787109375,3
0.068359375,3
0.068603515625,2
0.06884765625,3
0.0693359375,3
0.069580078125,4
0.06982421875,2
0.070068359375,3
0.0703125,2
0.070556640625,1
0.07080078125,3
0.071044921875,1
0.0712890625,4
0.071533203125,2
0.07177734375,2
0.072021484375,3
0.072265625,2
0.072509765625,4
0.072998046875,3
0.0732421875,5
0.073486328125,3
0.07373046875,2
0.073974609375,6
0.074462890625,4
0.07470703125,1
0.074951171875,5
0.0751953125,3
0.075439453125,5
0.07568359375,3
0.075927734375,2
0.076171875,3
0.076416015625,2
0.07666015625,2
0.076904296875,2
0.0771484375,2
0.077392578125,1
0.07763671875,1
0.077880859375,7
0.078369140625,1
0.07861328125,2
0.078857421875,3
0.0791015625,2
0.07958984375,5
0.079833984375,2
0.080078125,4
0.080322265625,3
0.08056640625,2
0.080810546875,5
0.0810546875,4
0.081298828125,1
0.08154296875,5
0.081787109375,1
0.08203125,4
0.082275390625,1
0.08251953125,3
0.082763671875,1
0.0830078125,2
0.083251953125,3
0.08349609375,1
0.083740234375,2
0.08447265625,2
0.084716796875,5
0.0849609375,1
0.08544921875,2
0.0859375,1
0.086181640625,2
0.08642578125,2
0.086669921875,2
0.0869140625,3
0.087158203125,5
0.08740234375,2
0.087646484375,1
0.087890625,5
0.088134765625,2
0.08837890625,1
0.088623046875,1
0.0888671875,2
0.089111328125,2
0.089599609375,3
0.08984375,1
0.090087890625,1
0.09033203125,4
0.090576171875,1
0.091064453125,4
0.09130859375,3
0.091552734375,3
0.091796875,1
0.092041015625,3
0.092529296875,3
0.0927734375,1
0.093017578125,3
0.09326171875,3
0.093505859375,2
0.09375,2
0.093994140625,3
0.094482421875,2
0.0947265625,3
0.094970703125,2
0.09521484375,4
0.095458984375,1
0.095703125,2
0.095947265625,2
0.09619140625,1
0.096435546875,1
0.0966796875,2
0.096923828125,2
0.097900390625,1
0.09814453125,1
0.098388671875,3
0.0986328125,3
0.098876953125,1
0.09912109375,3
0.099365234375,2
0.099609375,2
0.099853515625,3
0.10009765625,1
0.1005859375,2
0.100830078125,1
0.101318359375,1
0.1015625,1
0.101806640625,2
0.10205078125,2
0.102294921875,2
0.1025390625,2
0.102783203125,3
0.10302734375,2
0.103271484375,3
0.103515625,3
0.10400390625,2
0.104248046875,1
0.104736328125,1
0.10498046875,2
0.105224609375,1
0.10546875,2
0.105712890625,1
0.10595703125,2
0.106201171875,2
0.1064453125,1
0.106689453125,3
0.10693359375,2
0.107421875,4
0.107666015625,1
0.10791015625,1
0.108154296875,2
0.108642578125,1
0.10888671875,1
0.109375,1
0.109619140625,1
0.110107421875,1
0.1103515625,1
0.110595703125,2
0.11083984375,1
0.111083984375,1
0.111572265625,3
0.11181640625,2
0.113037109375,1
0.113525390625,2
0.11376953125,1
0.114013671875,1
0.114501953125,1
0.11474609375,1
0.114990234375,1
0.115234375,1
0.115478515625,1
0.11572265625,1
0.115966796875,1
0.1162109375,2
0.116455078125,1
0.11669921875,2
0.1171875,1
0.117431640625,1
0.117919921875,4
0.1181640625,2
0.118408203125,1
0.11865234375,1
0.118896484375,1
0.119140625,2
0.119384765625,1
0.11962890625,3
0.1201171875,1
0.12060546875,1
0.120849609375,2
0.121337890625,1
0.1220703125,1
0.12255859375,2
0.122802734375,2
0.123046875,1
0.123291015625,1
0.123779296875,2
0.124267578125,2
0.124755859375,1
0.125,2
0.12548828125,1
0.1259765625,1
0.126708984375,1
0.126953125,1
0.127197265625,2
0.12744140625,1
0.127685546875,2
0.1279296875,1
0.12841796875,2
0.128662109375,1
0.12890625,1
0.12939453125,3
0.130126953125,1
0.13037109375,1
0.130615234375,1
0.130859375,2
0.13134765625,1
0.132080078125,1
0.132568359375,2
0.1328125,2
0.133056640625,1
0.13330078125,1
0.134521484375,2
0.134765625,1
0.136474609375,1
0.136962890625,2
0.1376953125,1
0.137939453125,2
0.13818359375,1
0.13916015625,1
0.139404296875,1
0.1416015625,3
0.14208984375,1
0.1435546875,2
0.14404296875,1
0.144775390625,1
0.14501953125,1
0.145263671875,1
0.1455078125,1
0.145751953125,2
0.146484375,1
0.146728515625,1
0.14697265625,1
0.147216796875,1
0.14794921875,1
0.148193359375,2
0.149169921875,1
0.1494140625,1
0.15087890625,1
0.15234375,1
0.15283203125,1
0.153076171875,1
0.15478515625,1
0.15576171875,1
0.156005859375,1
0.156494140625,1
0.157470703125,1
0.15771484375,1
0.1591796875,1
0.15966796875,1
0.1611328125,1
0.16162109375,1
0.161865234375,1
0.162841796875,1
0.1640625,1
0.1650390625,1
0.167236328125,1
0.167724609375,1
0.168212890625,1
0.169189453125,1
0.169677734375,1
0.170166015625,1
0.17041015625,1
0.1728515625,2
0.174072265625,1
0.174560546875,1
0.1748046875,2
0.176025390625,1
0.17724609375,1
0.177734375,1
0.178466796875,1
0.17919921875,1
0.179931640625,1
0.18017578125,2
0.180419921875,2
0.181396484375,1
0.182373046875,1
0.183349609375,1
0.18359375,1
0.18408203125,1
0.184326171875,1
0.18505859375,1
0.185791015625,1
0.1865234375,1
0.187255859375,1
0.187744140625,1
0.190673828125,2
0.19140625,1
0.1923828125,1
0.195556640625,1
0.196044921875,1
0.197021484375,1
0.19775390625,1
0.20068359375,1
0.200927734375,1
0.20166015625,1
0.201904296875,1
0.203857421875,2
0.20654296875,1
0.207763671875,1
0.21728515625,1
0.219970703125,1
0.230712890625,1
