value,count
0.000244140625,534
0.00048828125,224
0.000732421875,127
0.0009765625,60
0.001220703125,43
0.00146484375,30
0.001708984375,17
0.001953125,12
0.002197265625,8
0.00244140625,3
0.002685546875,4
0.0029296875,3
0.003173828125,1
0.00341796875,2
0.00390625,1
0.0048828125,1
0.005126953125,1
0.005615234375,1
